user_id,income_regularity,spending_consistency,bill_payment_ratio,savings_rate,emi_burden_ratio,upi_activity_volume,rent_payment_regularity,cash_withdrawal_ratio,TARGET
USR_0297,0.1868,0.4882,1.0,-0.3087,0.4002,3.5,0.9119,0.1475,0
USR_0298,0.3851,0.6041,0.6923,0.4035,0.2501,9.0,0.9048,0.055,0
USR_0299,0.0095,0.7767,0.8125,0.0814,0.2309,6.0,0.7171,0.1063,0
USR_0300,0.0,0.5396,0.8333,-1.0,0.7542,3.0,0.7098,0.0693,1
USR_0301,0.3746,0.4486,1.0,0.2423,0.0679,3.6667,0.7954,0.2542,0
USR_0302,0.1161,0.4772,0.6923,-0.0409,0.0969,6.0,0.6658,0.1753,0
USR_0303,0.2854,0.4012,0.6,-0.4831,0.5676,6.0,0.644,0.1428,1
USR_0304,0.4587,0.3411,0.75,-1.0,0.2017,6.5714,0.7633,0.2115,1
USR_0305,0.1303,0.4776,1.0,-1.0,0.4784,3.1667,0.79,0.1685,1
USR_0306,0.099,0.3882,1.0,0.0977,0.1698,2.8333,0.6702,0.0,0
USR_0307,0.0,0.3576,1.0,0.3931,0.182,3.3333,0.7275,0.13,0
USR_0308,0.2159,0.4892,1.0,-0.6873,0.3389,3.3333,0.7377,0.0586,1
USR_0309,0.2786,0.7992,1.0,0.3691,0.4419,9.3333,0.7792,0.0109,0
USR_0310,0.0,0.7341,0.6,-1.0,0.8446,3.5,0.7713,0.0,1
USR_0311,0.3522,0.7237,1.0,-0.9843,0.1542,10.0,0.7855,0.2783,1
USR_0312,0.2619,0.1034,0.75,0.4479,0.1599,3.0,0.7294,0.0606,0
USR_0313,0.2227,0.6333,0.9091,0.6943,0.0376,8.0,0.7819,0.1017,0
USR_0314,0.2185,0.4475,1.0,-0.203,0.3602,4.0,0.8271,0.2372,0
USR_0315,0.2389,0.5883,0.8182,0.1485,0.3553,8.5,0.7194,0.0285,0
USR_0316,0.1209,0.3521,0.75,-1.0,0.0245,5.5,0.7736,0.2009,0
USR_0317,0.0745,0.7536,1.0,-0.3154,0.0636,2.1667,0.9016,0.0944,0
USR_0318,0.2832,0.4611,0.8462,0.2062,0.5255,9.0,0.7363,0.0417,0
USR_0319,0.6849,0.3647,1.0,-0.6792,0.0977,4.1667,0.623,0.1915,0
USR_0320,0.1932,0.4245,0.7143,-0.8478,0.3732,8.0,0.7415,0.1682,0
USR_0321,0.5845,0.7842,0.625,0.3888,0.2486,4.5714,0.7529,0.1549,0
USR_0322,0.371,0.1643,0.6,0.6401,0.2334,3.5,0.5434,0.0246,0
USR_0323,0.458,0.6635,0.8889,0.402,0.0616,5.6667,0.7041,0.0192,0
USR_0324,0.0,0.5841,1.0,-0.5582,0.5857,4.8333,0.7023,0.162,1
USR_0325,0.138,0.453,0.8889,0.1128,0.2402,7.0,0.7097,0.0879,0
USR_0326,0.1808,0.2138,1.0,0.08,0.2281,3.3333,0.7745,0.0876,0
USR_0327,0.363,0.7144,1.0,-0.4437,0.4264,5.0,0.7543,0.1368,0
USR_0328,0.4838,0.5786,0.8889,0.076,0.5389,7.2857,0.7748,0.0554,0
USR_0329,0.3136,0.48,0.75,-1.0,0.8705,6.8571,0.8225,0.1892,1
USR_0330,0.0,0.1713,0.8571,0.5881,0.106,4.6667,0.739,0.0722,0
USR_0331,0.0833,0.5577,1.0,-1.0,0.0474,4.5714,0.6201,0.1867,0
USR_0332,0.2197,0.6626,0.7273,0.7342,0.0352,7.3333,0.7467,0.1048,0
USR_0333,0.0,0.5629,1.0,-0.4058,0.8641,6.6667,0.7418,0.0273,1
USR_0334,0.7667,0.3583,0.9412,0.2293,0.1895,6.1667,0.6799,0.0755,0
USR_0335,0.495,0.7062,0.875,0.5362,0.1794,6.6667,0.6806,0.038,0
USR_0336,0.4191,0.2609,0.5,0.4732,0.1509,3.8333,0.8744,0.0785,0
USR_0337,0.1997,0.4527,0.6667,0.2626,0.2796,7.0,0.7421,0.0779,0
USR_0338,0.0,0.6496,1.0,0.1615,0.1865,3.0,0.608,0.083,0
USR_0339,0.3204,0.6155,1.0,0.5923,0.1935,2.0,0.7778,0.0438,0
USR_0340,0.0,0.529,0.875,0.291,0.326,6.0,0.667,0.1459,0
USR_0341,0.0,0.2907,0.6,0.2447,0.0302,1.6667,0.7788,0.2481,0
USR_0342,0.0807,0.428,0.8571,-0.4237,0.7445,3.1429,0.8741,0.0688,1
USR_0343,0.189,0.4373,0.9286,0.2534,0.3986,6.0,0.6612,0.0422,0
USR_0344,0.0,0.8411,0.9091,-0.455,0.193,5.1429,0.7885,0.1855,0
USR_0345,0.1948,0.5182,0.7692,-1.0,1.0,7.6667,0.7661,0.0835,1
USR_0346,0.4678,0.4071,1.0,-1.0,0.7003,4.3333,0.6436,0.0556,1
USR_0347,0.0249,0.7196,0.8,-0.1392,0.7255,6.3333,0.7897,0.0739,0
USR_0348,0.3397,0.535,0.75,0.1604,0.3072,7.5,0.6279,0.1005,0
USR_0349,0.5357,0.6072,0.6667,-0.7631,0.0831,9.6667,0.9299,0.2377,1
USR_0350,0.0,0.2052,0.6667,0.0756,0.2871,2.8333,0.6557,0.2752,0
USR_0351,0.097,0.4754,0.6364,-0.1652,0.5048,9.5,0.752,0.0979,0
USR_0352,0.9504,0.3929,0.8,0.2494,0.3947,6.5714,0.7762,0.0914,0
USR_0353,0.0,0.7038,0.6667,0.0237,0.247,4.6667,0.6201,0.2204,0
USR_0354,0.4416,0.2941,0.7,0.0011,0.6807,7.4286,0.7708,0.0237,0
USR_0355,0.0,0.4712,1.0,-0.2512,0.4093,3.5,0.9055,0.1441,0
USR_0356,0.0981,0.3739,1.0,-0.4284,0.2997,2.1667,0.6969,0.1059,0
USR_0357,0.3211,0.406,0.7857,0.2246,0.183,7.0,0.8792,0.1142,0
USR_0358,0.379,0.5078,1.0,0.3685,0.2316,7.1667,0.9099,0.1325,0
USR_0359,0.0,0.3941,0.5,-0.3544,0.905,2.8333,0.8792,0.0673,1
USR_0360,0.237,0.4762,0.8182,0.4416,0.1,3.0,0.7187,0.1122,0
USR_0361,0.1814,0.7021,1.0,0.4051,0.2467,3.3333,0.6922,0.0225,0
USR_0362,0.1694,0.5563,1.0,0.1258,0.2662,7.5,0.753,0.046,0
USR_0363,0.326,0.6681,0.8,-0.0969,0.6546,2.8333,0.6955,0.0974,1
USR_0364,0.687,0.5665,0.5556,0.3297,0.2758,8.0,0.7242,0.0626,0
USR_0365,0.0738,0.6155,0.8333,0.0486,0.3531,4.5,0.6865,0.1389,0
USR_0366,0.3132,0.867,1.0,-0.5559,0.1186,8.3333,0.7993,0.1475,0
USR_0367,0.3291,0.2389,0.8,-0.1667,0.0404,3.6667,0.8303,0.2727,0
USR_0368,0.4692,0.8408,0.875,-1.0,0.9863,9.1667,0.7155,0.1399,1
USR_0369,0.233,0.583,1.0,-0.216,0.3547,6.0,0.6696,0.1015,0
USR_0370,0.0463,0.5576,0.6667,-0.832,0.7288,4.0,0.7665,0.0982,1
USR_0371,0.5671,0.5625,1.0,0.6814,0.0175,5.5,0.6316,0.0467,0
USR_0372,0.4696,0.5481,0.6,0.5537,0.1155,4.8333,0.7881,0.1713,0
USR_0373,0.6362,0.4925,1.0,0.0685,0.3119,2.1667,0.8068,0.0991,0
USR_0374,0.0,0.6667,0.6,0.2017,0.1411,4.5,0.7266,0.3338,0
USR_0375,0.4311,0.6597,0.9375,-0.4396,0.0842,8.3333,0.7773,0.2812,0
USR_0376,0.2736,0.6266,0.5714,-0.414,0.384,8.0,0.7166,0.1274,0
USR_0377,0.0643,0.6002,1.0,0.118,0.4968,6.5714,0.6654,0.0438,0
USR_0378,0.0225,0.7625,0.7143,0.0335,0.48,8.1667,0.7468,0.0691,0
USR_0379,0.1483,0.4954,1.0,-0.4089,0.7054,6.6667,0.7608,0.048,0
USR_0380,0.1092,0.4185,1.0,0.2558,0.1167,8.5,0.8513,0.1209,0
USR_0381,0.1956,0.5028,0.5,-1.0,0.9461,5.1667,0.85,0.0965,1
USR_0382,0.0,0.7745,0.6364,-0.1351,0.6036,10.0,0.6476,0.0472,0
USR_0383,0.5246,0.2731,1.0,-0.2241,0.0236,3.6667,0.3949,0.2703,0
USR_0384,0.935,0.4628,0.75,-0.2661,0.2611,4.1667,0.8532,0.1006,0
USR_0385,0.4737,0.4924,1.0,-0.9651,0.1144,5.1667,0.7911,0.2554,1
USR_0386,0.1225,0.5325,0.8462,-0.487,0.5723,7.5714,0.7273,0.0818,1
USR_0387,0.422,0.7261,0.7692,-0.2958,0.5304,5.3333,0.7236,0.1765,0
USR_0388,0.3694,0.634,1.0,-0.2756,0.2251,9.0,0.8602,0.1297,0
USR_0389,0.0,0.3604,1.0,-0.1648,0.9823,2.6667,0.5,0.0225,1
USR_0390,0.4661,0.3713,0.6,-1.0,0.7504,4.6667,0.7637,0.2809,1
USR_0391,0.1244,0.3836,0.625,-0.0137,0.1428,2.5714,0.7655,0.2513,0
USR_0392,0.0,0.5932,0.6667,0.1958,0.1358,3.5,0.969,0.1675,0
USR_0393,0.3131,0.7044,0.8667,0.313,0.1556,8.6667,0.7706,0.0886,0
USR_0394,0.3742,0.6561,0.7692,-0.0447,0.2925,7.3333,0.733,0.0875,0
USR_0395,0.5244,0.7037,0.8,-1.0,0.3206,7.3333,0.8607,0.3236,1
USR_0396,0.1303,0.1775,0.75,0.0098,0.2928,2.5,0.5,0.0842,0
USR_0397,0.0351,0.6394,1.0,-0.2746,0.1462,5.3333,0.6507,0.172,0
USR_0398,0.3928,0.6848,0.6154,-0.1504,0.3052,6.1667,0.6915,0.2253,0
USR_0399,0.1885,0.3075,0.6429,0.3228,0.2209,6.7143,0.7339,0.0827,0
USR_0400,0.0619,0.5375,0.9,-0.3827,0.1174,5.5,0.7807,0.3031,0
USR_0401,0.0218,0.3408,0.75,-0.5586,0.5431,2.6667,0.6958,0.0898,1
USR_0402,0.0,0.4782,0.75,-0.9113,0.7981,7.0,0.8362,0.0953,1
USR_0403,0.0,0.3628,0.8182,0.119,0.6976,4.5,0.8149,0.0226,1
USR_0404,0.494,0.5704,1.0,0.146,0.1785,3.6667,0.6472,0.1403,0
USR_0405,0.2415,0.1134,0.5714,0.2578,0.3869,5.5714,0.8336,0.0559,1
USR_0406,0.6956,0.4393,0.8,0.5919,0.0581,5.6667,0.6467,0.2183,0
USR_0407,0.2217,0.7947,0.6667,0.1765,0.2978,8.8333,0.7189,0.0612,0
USR_0408,0.4936,0.3669,0.875,-0.4206,0.1832,5.5714,0.7668,0.1425,0
USR_0409,0.0294,0.4828,1.0,-0.5706,0.0927,3.8571,0.8037,0.2418,0
USR_0410,0.0994,0.5631,0.6667,-0.2307,0.547,5.6667,0.737,0.1306,0
USR_0411,0.3225,0.7133,1.0,-0.4713,0.5805,4.6667,0.6128,0.0622,0
USR_0412,0.2747,0.2569,0.8,0.1879,0.3672,4.8333,0.4737,0.1197,0
USR_0413,0.285,0.6336,0.6667,-1.0,0.8858,4.0,0.7934,0.0894,1
USR_0414,0.1564,0.3308,0.875,-0.7724,0.2943,8.0,0.7564,0.2343,0
USR_0415,0.3588,0.619,0.7059,-0.9118,0.947,8.1667,0.7478,0.1082,1
USR_0416,0.3897,0.5877,1.0,-0.8072,0.277,9.5,0.9174,0.1044,1
USR_0417,0.3162,0.8194,1.0,0.0053,0.0941,8.3333,0.6881,0.1697,0
USR_0418,0.0,0.6754,1.0,0.3768,0.1999,5.5,0.8442,0.1534,0
USR_0419,0.8355,0.3171,1.0,-0.1069,0.4521,4.5,0.7212,0.0789,0
USR_0420,0.0,0.4664,0.75,0.7005,0.0348,4.2857,0.8404,0.2619,0
USR_0421,0.4727,0.3788,0.6667,-0.6739,0.1466,6.5,0.7809,0.1315,1
USR_0422,0.4884,0.6144,0.8,0.4501,0.2832,8.1667,0.6963,0.0861,0
USR_0423,0.2269,0.4902,0.7273,-0.1765,0.3868,5.7143,0.6953,0.0444,0
USR_0424,0.1133,0.5736,0.8,0.5315,0.2049,6.3333,0.7876,0.0433,0
USR_0425,0.2783,0.7483,0.7857,0.5926,0.1399,7.5,0.7228,0.0983,0
USR_0426,0.4879,0.2275,0.5,-0.1666,0.0225,3.1667,0.6364,0.0774,0
USR_0427,0.5248,0.5398,1.0,-0.9466,0.2001,4.8333,0.7605,0.2737,1
USR_0428,0.5489,0.5948,1.0,-0.9407,0.3059,5.1429,0.6877,0.2472,0
USR_0429,0.3517,0.2086,1.0,0.5204,0.0844,4.7143,0.758,0.1098,0
USR_0430,0.4378,0.5165,0.5556,0.1772,0.2512,6.0,0.7457,0.0853,0
USR_0431,0.0,0.7432,0.5833,-0.2668,0.5933,8.8333,0.673,0.1184,1
USR_0432,0.2847,0.4138,1.0,-0.3476,0.3678,3.3333,0.6536,0.1652,0
USR_0433,0.194,0.6113,1.0,0.3168,0.3111,6.3333,0.8425,0.0485,0
USR_0434,0.1169,0.0463,0.6,0.5281,0.2045,2.2857,0.7599,0.0674,0
USR_0435,0.4021,0.6407,1.0,0.108,0.0857,5.0,0.7813,0.1357,0
USR_0436,0.0638,0.4975,0.6923,-0.1097,0.0379,8.8571,0.6758,0.2348,0
USR_0437,0.4775,0.5481,0.6,-1.0,0.4183,3.3333,0.7607,0.0823,1
USR_0438,0.3351,0.5756,1.0,-1.0,0.4299,2.5,0.6328,0.342,1
USR_0439,0.401,0.7479,0.625,-0.1996,0.5874,4.3333,0.7446,0.0147,0
USR_0440,0.1315,0.5159,0.6667,0.0136,0.1939,10.0,0.7359,0.0374,0
USR_0441,0.2773,0.571,0.75,-0.969,0.3365,6.0,0.8755,0.1882,1
USR_0442,0.4866,0.4676,1.0,0.0042,0.5227,10.6667,0.7533,0.0406,0
USR_0443,0.347,0.5454,0.7857,-0.9797,0.1889,6.6667,0.7912,0.3208,0
USR_0444,0.4783,0.2671,0.625,0.2951,0.1147,3.5714,0.7579,0.2095,0
USR_0445,0.5639,0.6392,0.8,0.0032,0.5307,9.6667,0.7246,0.0282,0
USR_0446,0.1992,0.5912,0.6667,-0.046,0.1562,6.3333,0.6726,0.1673,0
USR_0447,0.0,0.7595,0.9167,-0.4384,0.6734,5.3333,0.7923,0.0157,0
USR_0448,0.6232,0.6727,0.625,0.4052,0.1719,8.0,0.7736,0.0781,0
USR_0449,0.306,0.4348,1.0,0.5654,0.0692,5.5,0.7161,0.0686,0
USR_0450,0.1818,0.5418,0.7,0.1094,0.2955,5.3333,0.6773,0.094,0
USR_0451,0.0949,0.2878,1.0,-1.0,0.2245,2.7143,0.412,0.1022,1
USR_0452,0.4912,0.5142,0.875,-1.0,0.0638,5.1667,0.677,0.2499,1
USR_0453,0.1766,0.3296,1.0,-0.0911,0.066,3.1429,0.5,0.371,0
USR_0454,0.1842,0.1024,1.0,0.0068,0.6176,3.0,0.7319,0.0,0
USR_0455,0.6082,0.3884,0.8,-1.0,0.2162,5.1667,0.6271,0.1695,1
USR_0456,0.4096,0.5253,0.8333,0.1812,0.098,10.0,0.7503,0.1361,0
USR_0457,0.5377,0.5933,0.625,-0.0083,0.384,5.6667,0.8269,0.1283,0
USR_0458,0.3258,0.3307,0.8571,-0.0075,0.2507,3.1667,0.5456,0.2485,0
USR_0459,0.0,0.7223,0.7273,0.3198,0.2717,7.5,0.815,0.0831,0
USR_0460,0.3663,0.7126,0.8,-1.0,0.3681,9.6667,0.69,0.2045,1
USR_0461,0.6113,0.6396,1.0,-0.1911,0.5087,9.5,0.7548,0.1008,0
USR_0462,0.234,0.6729,1.0,0.3017,0.3617,9.6667,0.8273,0.0243,0
USR_0463,0.5655,0.4356,0.8889,0.2522,0.1473,8.5,0.7604,0.0475,0
USR_0464,0.5157,0.4404,1.0,-0.2201,0.3919,5.4286,0.7079,0.1163,0
USR_0465,0.3339,0.3516,0.5,0.326,0.2307,3.8333,0.5,0.2093,0
USR_0466,0.0,0.7769,0.6667,0.412,0.3457,3.5,0.5,0.1629,0
USR_0467,0.1792,0.5646,0.7143,0.468,0.2002,5.5,0.6574,0.0556,0
USR_0468,0.1901,0.3226,1.0,-0.9062,1.0,4.8571,0.683,0.0361,1
USR_0469,0.4113,0.6356,0.6667,0.2586,0.2952,7.5,0.7636,0.1572,0
USR_0470,0.6417,0.6986,1.0,0.1369,0.0768,6.1667,0.8181,0.2298,0
USR_0471,0.5187,0.7517,0.65,0.2976,0.2218,8.6667,0.7312,0.0708,0
USR_0472,0.4202,0.3422,0.7333,0.2633,0.1896,7.4286,0.801,0.0376,0
USR_0473,0.1462,0.3907,0.75,0.4122,0.338,5.8333,0.5,0.0786,0
USR_0474,0.2543,0.6039,0.8333,0.0921,0.4056,9.8333,0.5898,0.0633,0
USR_0475,0.5823,0.5645,1.0,0.403,0.0225,6.3333,0.6462,0.0549,0
USR_0476,0.1355,0.3801,0.6667,0.2158,0.2108,3.8333,0.7183,0.0648,0
USR_0477,0.4541,0.5713,0.6667,0.3741,0.2092,7.3333,0.61,0.0372,0
USR_0478,0.3585,0.3803,0.7,0.3381,0.169,8.0,0.691,0.0832,0
USR_0479,0.231,0.7281,0.6667,-0.2296,0.3298,7.5,0.7545,0.1058,0
USR_0480,0.3628,0.4172,0.8,0.0468,0.2918,3.0,0.7967,0.1485,0
USR_0481,0.0077,0.5763,1.0,-0.7412,0.7123,3.8333,0.9098,0.1355,1
USR_0482,0.4075,0.4051,1.0,0.4494,0.1177,4.0,0.7113,0.0473,0
USR_0483,0.0,0.5638,0.8462,-1.0,0.7277,4.0,0.9226,0.1537,1
USR_0484,0.1995,0.9093,0.7692,-0.1283,0.4596,6.0,0.6612,0.1165,0
USR_0485,0.5049,0.3707,1.0,-1.0,0.491,4.8333,0.7781,0.2264,1
USR_0486,0.0699,0.0,0.8,0.4511,0.135,1.8571,0.5,0.0997,0
USR_0487,0.7285,0.5459,0.7778,-1.0,0.4021,2.5,0.816,0.1779,1
USR_0488,0.5374,0.6714,0.7273,0.6673,0.0964,6.0,0.7283,0.0104,0
USR_0489,0.1561,0.6472,0.6667,-1.0,0.747,4.0,0.7009,0.225,1
USR_0490,0.1564,0.4255,0.5714,-0.2917,0.5223,5.4286,0.8454,0.1728,1
USR_0491,0.536,0.4318,1.0,0.6086,0.1435,2.8333,0.5,0.1762,0
USR_0492,0.4166,0.6202,0.8571,0.1515,0.6106,7.8333,0.6762,0.0208,0
USR_0493,0.4217,0.5533,0.7333,0.0483,0.3569,8.3333,0.7161,0.0382,0
USR_0494,0.1892,0.6675,0.8696,-0.8393,0.5328,8.1667,0.7279,0.0818,0
USR_0495,0.3935,0.5991,0.8,-0.1579,0.3755,8.8333,0.7485,0.0968,0
USR_0496,0.1427,0.0773,0.6,0.7158,0.1355,5.8333,0.6439,0.0894,0
USR_0497,0.5658,0.5388,1.0,-0.0382,0.116,4.5,0.5573,0.1632,0
USR_0498,0.1428,0.7629,0.5714,-0.0073,0.4747,8.5,0.6978,0.0516,0
USR_0499,0.3818,0.7662,1.0,0.4406,0.2802,5.6667,0.7315,0.0379,0
USR_0500,0.0277,0.4497,0.9167,-1.0,0.1921,6.3333,0.7663,0.3092,1
USR_0501,0.3758,0.0915,1.0,0.4247,0.2612,7.8333,0.6914,0.046,0
USR_0502,0.0,0.5329,0.6667,-0.9674,1.0,3.5,0.7769,0.0212,1
USR_0503,0.2248,0.2605,0.8571,-0.3162,0.225,3.6667,0.7123,0.1099,0
USR_0504,0.2933,0.452,1.0,-1.0,0.2222,2.5,0.7508,0.2067,1
USR_0505,0.757,0.2928,0.75,-1.0,0.1654,7.6667,0.6636,0.35,1
USR_0506,0.4349,0.7524,0.6364,0.3381,0.3717,9.6667,0.7948,0.0382,0
USR_0507,0.0,0.6241,1.0,-0.3674,0.477,5.0,0.5978,0.2361,0
USR_0508,0.3871,0.6805,0.5333,0.2096,0.3207,9.6667,0.7574,0.0779,0
USR_0509,0.3292,0.2974,0.6667,-0.9508,0.0335,5.7143,0.6891,0.1778,0
USR_0510,0.4318,0.487,1.0,0.3413,0.058,6.0,0.834,0.1926,0
USR_0511,0.3451,0.6364,0.8333,0.1713,0.4993,8.1667,0.7226,0.0586,0
USR_0512,0.2079,0.425,0.7143,0.0634,0.0864,4.1667,0.8579,0.1292,0
USR_0513,0.0,0.5002,0.7333,-0.1625,0.3968,8.1667,0.7609,0.0705,0
USR_0514,0.4025,0.6004,1.0,0.4976,0.2098,8.3333,0.8841,0.052,0
USR_0515,0.5989,0.6889,1.0,0.089,0.3212,7.3333,0.8506,0.1246,0
USR_0516,0.3945,0.5195,0.8,-0.152,0.4958,4.8333,0.9644,0.0644,1
USR_0517,0.0,0.2419,0.6,-0.0284,0.5425,5.0,0.5915,0.0538,0
USR_0518,0.0,0.4038,1.0,-0.4121,0.7684,5.5,0.7887,0.0566,1
USR_0519,0.1957,0.3544,0.7778,0.0731,0.5494,3.8333,0.7582,0.1041,0
USR_0520,0.0843,0.5251,0.6364,0.3864,0.1509,5.5714,0.6825,0.1185,0
USR_0521,0.7273,0.5551,0.5,-0.6421,0.1894,6.8571,0.8156,0.2485,0
USR_0522,0.2251,0.6448,0.7143,-0.2221,0.0981,7.0,0.7335,0.1135,0
USR_0523,0.2797,0.5125,1.0,0.2218,0.2677,8.4286,0.7651,0.1189,0
USR_0524,0.1563,0.2481,0.9333,-0.062,0.7304,6.3333,0.7009,0.0237,1
USR_0525,0.3359,0.4645,0.7692,0.0762,0.0824,5.2857,0.7155,0.1816,0
USR_0526,0.6264,0.5388,0.8571,0.4937,0.1006,5.5,0.6977,0.2377,0
USR_0527,0.3323,0.5954,1.0,-0.3128,0.111,6.5,0.921,0.187,0
USR_0528,0.0,0.7759,0.8571,-0.4687,0.4625,11.0,0.734,0.085,0
USR_0529,0.2107,0.5621,0.625,0.2961,0.2692,4.5,0.7116,0.0503,0
USR_0530,0.4837,0.8014,0.8462,-0.0699,0.4687,7.6667,0.688,0.109,0
USR_0531,0.6577,0.6489,0.8462,0.0839,0.472,7.8333,0.6926,0.0735,0
USR_0532,0.1966,0.4681,0.8,-0.9173,0.1265,8.6667,0.7354,0.1414,1
USR_0533,0.5386,0.5993,0.6154,-1.0,0.2368,7.8333,0.6425,0.2825,1
USR_0534,0.1545,0.322,1.0,-1.0,1.0,2.1429,0.8415,0.1605,1
USR_0535,0.0,0.7056,0.5,-0.4146,0.7284,4.6667,0.6661,0.1046,0
USR_0536,0.3564,0.3658,1.0,0.3542,0.1478,2.5,0.7585,0.0157,0
USR_0537,0.6918,0.3993,1.0,0.2951,0.3252,5.8333,0.7216,0.0673,0
USR_0538,0.1596,0.7734,0.6667,-0.2647,0.1534,3.8333,0.6356,0.2241,0
USR_0539,0.2241,0.4109,1.0,0.2483,0.0919,4.8571,0.7563,0.1645,0
USR_0540,0.0,0.2885,1.0,0.6747,0.0678,3.5,0.5,0.2258,0
USR_0541,0.4534,0.7257,0.6316,-0.2649,0.6706,7.6667,0.7494,0.0629,1
USR_0542,0.4953,0.4188,0.8462,-0.1007,0.3614,7.8333,0.7364,0.13,0
USR_0543,0.2736,0.1861,0.6429,-0.3205,0.7802,7.2857,0.6615,0.0287,1
USR_0544,0.1982,0.3267,1.0,0.3804,0.2213,7.0,0.7751,0.0299,0
USR_0545,0.4507,0.6257,1.0,0.0975,0.4038,6.0,0.7744,0.0905,0
USR_0546,0.196,0.1967,0.9333,-0.6834,0.2929,5.8333,0.7275,0.2959,1
USR_0547,0.0599,0.2304,1.0,0.5044,0.051,3.0,0.61,0.0279,0
USR_0548,0.047,0.4393,0.625,0.7545,0.115,5.0,0.9408,0.0706,0
USR_0549,0.0,0.5579,0.8,0.2883,0.0623,4.6667,0.7257,0.2613,0
USR_0550,0.4104,0.7455,0.7857,-0.3724,0.2414,7.1429,0.8051,0.1434,0
USR_0551,0.2297,0.0965,1.0,0.6687,0.1293,3.8333,0.6009,0.0758,0
USR_0552,0.1698,0.298,0.8889,-0.7188,0.5983,7.8571,0.8295,0.1142,1
USR_0553,0.3816,0.5973,0.7778,0.0558,0.1397,5.3333,0.6218,0.0891,0
USR_0554,0.6131,0.4389,0.7273,-0.5853,0.5063,3.6667,0.8287,0.1797,1
USR_0555,0.1516,0.3685,0.8,0.3221,0.1457,7.1429,0.7176,0.1462,0
USR_0556,0.2246,0.5553,0.8,-0.1637,0.5093,3.3333,0.9276,0.1082,0
USR_0557,0.0,0.2284,1.0,0.4127,0.3531,3.6667,0.5,0.0596,0
USR_0558,0.2623,0.4211,0.6667,0.4792,0.1872,2.5,0.5946,0.0803,0
USR_0559,0.0758,0.5034,0.6154,-1.0,0.3611,8.8333,0.7702,0.2535,1
USR_0560,0.0,0.3551,1.0,-0.0376,0.1894,4.1429,0.7349,0.0489,0
USR_0561,0.6018,0.7166,0.6667,0.495,0.3326,8.1667,0.6164,0.0282,0
USR_0562,0.3907,0.3759,1.0,-0.0365,0.1887,5.8571,0.6528,0.101,0
USR_0563,0.0,0.6694,0.9286,0.1708,0.6201,8.6667,0.943,0.0625,0
USR_0564,0.0,0.2191,0.6667,-1.0,0.7493,2.8333,0.7578,0.0337,1
USR_0565,0.0,0.7393,1.0,-1.0,0.2757,4.1667,0.685,0.2558,1
USR_0566,0.377,0.6014,0.625,0.0127,0.3575,7.3333,0.6984,0.1389,0
USR_0567,0.5235,0.6565,1.0,-1.0,0.4506,5.5,0.8526,0.1889,1
USR_0568,0.1255,0.659,0.9,-0.4284,0.7223,8.8333,0.8158,0.0834,1
USR_0569,0.1313,0.8781,0.875,-1.0,0.5312,5.1667,0.8077,0.1696,1
USR_0570,0.0,0.6587,0.6,-0.4455,1.0,10.3333,0.6847,0.0283,1
USR_0571,0.4338,0.4937,0.7143,0.1922,0.4561,7.0,0.7407,0.107,0
USR_0572,0.4467,0.7875,0.5714,-0.5148,0.3051,9.1667,0.6954,0.1281,1
USR_0573,0.3182,0.2343,0.75,0.5842,0.0722,3.1667,0.6358,0.1167,0
USR_0574,0.1775,0.4764,0.875,0.2323,0.121,6.8333,0.8218,0.2011,0
USR_0575,0.14,0.7238,0.6364,0.5904,0.1326,6.3333,0.6536,0.1295,0
USR_0576,0.2513,0.5886,0.8889,0.3644,0.2901,6.1667,0.8439,0.0888,0
USR_0577,0.4097,0.1742,1.0,0.1533,0.5393,3.3333,0.7699,0.0539,0
USR_0578,0.5086,0.3872,1.0,-1.0,0.3614,2.1667,0.5,0.24,1
USR_0579,0.1955,0.4961,1.0,0.4023,0.1674,3.0,0.9048,0.0551,0
USR_0580,0.5094,0.3274,1.0,-1.0,0.321,3.0,0.8591,0.3511,1
USR_0581,0.1323,0.5576,0.6667,-0.8174,0.7258,6.0,0.7312,0.1212,1
USR_0582,0.4038,0.6634,0.75,0.5205,0.2189,4.0,0.7444,0.1779,0
USR_0583,0.6367,0.4184,0.8,0.0011,0.1186,3.5,0.7398,0.1389,0
USR_0584,0.0401,0.6237,0.9375,0.5367,0.0449,7.1667,0.6542,0.0235,0
USR_0585,0.1442,0.6409,0.8333,0.5768,0.0403,5.6667,0.7154,0.1573,0
USR_0586,0.4306,0.5096,0.8182,-1.0,0.3223,8.8333,0.7582,0.1556,1
USR_0587,0.5919,0.5087,1.0,0.6892,0.1643,3.3333,0.5,0.0308,0
USR_0588,0.0,0.0231,0.75,-0.7044,0.8835,7.1429,0.7503,0.0378,1
USR_0589,0.5063,0.5774,1.0,-0.8389,0.134,5.5,0.6004,0.0745,0
USR_0590,0.5378,0.635,0.6667,0.05,0.2336,8.3333,0.8004,0.1082,0
USR_0591,0.4754,0.4664,0.9,0.4834,0.2307,7.4286,0.7747,0.0624,0
USR_0592,0.3561,0.5917,0.8333,0.6686,0.0657,1.8333,0.5,0.3235,0
USR_0593,0.1096,0.5157,0.6,-0.4624,0.1819,5.8571,0.7373,0.2554,1
USR_0594,0.4265,0.6036,1.0,0.0893,0.2867,9.6667,0.7907,0.1018,0
