user_id,age,employment_type,loan_type,monthly_income,cibil_score,existing_emi,account_age_months,state
USR_0401,44,self_employed,xpress_credit,81354,,27097.39,96,TN
USR_0402,70,salaried,xpress_credit,44336,565.0,18588.32,117,KL
USR_0403,53,self_employed,xpress_credit,197619,,125303.17,97,UP
USR_0404,40,salaried,xpress_credit,43151,706.0,9074.33,28,KL
USR_0405,30,self_employed,xpress_credit,113547,,78760.26,119,RJ
USR_0406,22,self_employed,xpress_credit,71215,,13993.59,108,KL
USR_0407,24,salaried,xpress_credit,92240,730.0,36224.71,68,TN
USR_0408,64,gig_worker,xpress_credit,9072,,3225.03,47,KA
USR_0409,48,gig_worker,xpress_credit,19033,797.0,2612.82,50,WB
USR_0410,55,salaried,two_wheeler,62118,843.0,40602.14,62,AP
USR_0411,35,self_employed,xpress_power,53309,,32602.45,8,TN
USR_0412,61,gig_worker,xpress_power,35808,599.0,21662.41,28,TN
USR_0413,61,salaried,xpress_credit,43328,736.0,29798.55,76,MH
USR_0414,28,student,two_wheeler,12061,,6816.72,59,KA
USR_0415,51,salaried,two_wheeler,49064,690.0,29695.7,94,KA
USR_0416,49,student,two_wheeler,9976,633.0,4163.04,86,RJ
USR_0417,46,gig_worker,xpress_credit,30601,705.0,6078.58,43,RJ
USR_0418,38,salaried,xpress_credit,143727,640.0,30898.96,27,UP
USR_0419,46,retired,xpress_power,33816,,23453.29,34,AP
USR_0420,68,salaried,two_wheeler,122096,666.0,8693.44,99,TN
USR_0421,66,student,xpress_credit,5765,730.0,1631.93,68,TN
USR_0422,18,retired,xpress_power,42598,752.0,22945.49,5,WB
USR_0423,18,self_employed,xpress_power,44540,,14867.42,51,GJ
USR_0424,38,salaried,xpress_credit,123946,589.0,38499.13,78,RJ
USR_0425,21,salaried,two_wheeler,89601,590.0,21701.5,112,MH
USR_0426,56,gig_worker,xpress_credit,10468,589.0,847.56,36,KA
USR_0427,51,self_employed,xpress_power,20775,730.0,4853.19,23,WB
USR_0428,62,gig_worker,xpress_power,12776,737.0,4977.93,101,GJ
USR_0429,27,salaried,xpress_power,127230,728.0,10653.68,68,TN
USR_0430,45,gig_worker,xpress_power,38206,,12405.83,50,GJ
USR_0431,47,salaried,xpress_credit,40711,596.0,23382.39,39,GJ
USR_0432,33,salaried,two_wheeler,43884,,17725.76,74,TN
USR_0433,49,salaried,two_wheeler,117842,,54028.45,86,RJ
USR_0434,34,salaried,xpress_credit,93958,740.0,35777.22,36,WB
USR_0435,34,salaried,two_wheeler,25728,645.0,2929.2,70,KA
USR_0436,18,gig_worker,xpress_power,21689,630.0,1519.48,41,MH
USR_0437,46,self_employed,two_wheeler,31644,794.0,19199.97,63,WB
USR_0438,66,gig_worker,xpress_credit,8174,,3045.37,67,TN
USR_0439,43,gig_worker,xpress_power,25951,592.0,15449.88,104,AP
USR_0440,31,salaried,xpress_power,124369,,25213.66,59,UP
USR_0441,46,farmer,xpress_power,15578,,5128.86,69,RJ
USR_0442,44,salaried,xpress_credit,124903,,83573.05,80,RJ
USR_0443,60,salaried,two_wheeler,16481,556.0,4175.64,119,MH
USR_0444,20,student,xpress_power,14442,,7049.33,97,MH
USR_0445,66,self_employed,xpress_power,160653,,72910.77,97,KA
USR_0446,22,gig_worker,two_wheeler,27488,,7314.46,66,WB
USR_0447,47,self_employed,xpress_credit,148918,,72442.87,79,KA
USR_0448,40,salaried,xpress_power,90277,829.0,20728.27,74,AP
USR_0449,58,self_employed,xpress_power,35991,,5995.63,6,AP
USR_0450,22,salaried,xpress_credit,77875,768.0,30200.53,71,GJ
USR_0451,20,farmer,two_wheeler,10755,829.0,5128.97,22,GJ
USR_0452,43,student,two_wheeler,4518,590.0,496.27,108,WB
USR_0453,36,gig_worker,xpress_power,38109,683.0,8120.28,10,AP
USR_0454,26,salaried,two_wheeler,126072,,83885.4,26,KA
USR_0455,42,student,xpress_credit,7757,797.0,3350.49,98,TN
USR_0456,47,student,two_wheeler,14120,556.0,3028.97,36,KA
USR_0457,36,salaried,two_wheeler,16920,655.0,8978.01,6,AP
USR_0458,65,retired,xpress_credit,28485,793.0,15280.77,25,AP
USR_0459,45,salaried,two_wheeler,84212,822.0,34145.39,41,AP
USR_0460,59,salaried,two_wheeler,19017,794.0,11797.3,96,KL
USR_0461,69,salaried,two_wheeler,69318,,15667.54,48,KL
USR_0462,51,salaried,two_wheeler,127935,710.0,62351.24,82,TN
USR_0463,47,salaried,two_wheeler,73671,,27315.41,63,DL
USR_0464,30,gig_worker,two_wheeler,18626,640.0,7244.43,51,TN
USR_0465,63,self_employed,two_wheeler,33248,844.0,7472.65,28,DL
USR_0466,50,self_employed,two_wheeler,102708,807.0,47210.83,107,RJ
USR_0467,55,salaried,xpress_credit,145299,612.0,34878.88,11,GJ
USR_0468,30,self_employed,xpress_credit,107493,637.0,70152.29,79,KA
USR_0469,18,salaried,two_wheeler,50842,682.0,28534.54,92,WB
USR_0470,38,farmer,xpress_credit,20954,,2551.79,69,AP
USR_0471,18,self_employed,xpress_power,87243,702.0,24600.42,63,MH
USR_0472,69,salaried,xpress_credit,84463,844.0,16948.29,113,TN
USR_0473,38,salaried,xpress_power,146208,,25734.22,118,GJ
USR_0474,22,salaried,xpress_credit,91240,,22113.19,111,KL
USR_0475,54,gig_worker,xpress_credit,19821,,1016.72,66,RJ
USR_0476,54,farmer,xpress_power,25768,758.0,8225.93,32,DL
USR_0477,59,self_employed,xpress_credit,99037,,19266.15,73,AP
USR_0478,59,self_employed,xpress_credit,131866,676.0,26667.55,15,WB
USR_0479,45,salaried,xpress_power,69935,838.0,22995.59,19,RJ
USR_0480,20,salaried,xpress_credit,95201,,38589.29,1,GJ
USR_0481,51,salaried,xpress_power,85463,,42718.5,71,GJ
USR_0482,30,salaried,xpress_power,73692,652.0,23767.63,113,AP
USR_0483,34,salaried,two_wheeler,54082,578.0,24795.36,32,GJ
USR_0484,43,self_employed,two_wheeler,52056,667.0,29386.28,78,KL
USR_0485,46,gig_worker,xpress_credit,12994,579.0,6120.87,18,MH
USR_0486,68,salaried,xpress_power,56153,,29929.72,79,WB
USR_0487,45,student,xpress_credit,7177,,4108.69,79,GJ
USR_0488,37,self_employed,xpress_credit,163407,671.0,45339.59,96,WB
USR_0489,44,student,two_wheeler,12277,708.0,7033.76,61,KL
USR_0490,32,retired,xpress_credit,44660,844.0,21899.38,116,KL
USR_0491,34,salaried,xpress_power,78972,,12668.9,9,DL
USR_0492,45,self_employed,two_wheeler,176812,,78419.24,21,AP
USR_0493,43,self_employed,two_wheeler,54516,818.0,27983.36,16,TN
USR_0494,25,salaried,two_wheeler,31999,643.0,19667.09,10,GJ
USR_0495,61,self_employed,two_wheeler,31839,,10777.77,23,TN
USR_0496,35,self_employed,xpress_power,172527,,38238.93,38,KL
USR_0497,20,self_employed,two_wheeler,32588,659.0,6262.28,100,RJ
USR_0498,24,salaried,two_wheeler,143585,,50253.3,119,GJ
USR_0499,23,salaried,two_wheeler,127599,710.0,42238.46,1,KL
USR_0500,54,farmer,xpress_credit,10710,554.0,4921.52,46,RJ
USR_0501,67,salaried,xpress_credit,100679,781.0,53213.76,71,UP
USR_0502,57,self_employed,two_wheeler,169973,,115364.3,27,TN
USR_0503,37,gig_worker,two_wheeler,8956,712.0,3772.76,16,WB
USR_0504,30,farmer,xpress_power,19282,840.0,1161.41,31,WB
USR_0505,31,farmer,xpress_power,8839,,4001.34,99,WB
USR_0506,20,self_employed,two_wheeler,106393,,49463.11,19,DL
USR_0507,60,gig_worker,xpress_credit,32216,,19795.67,11,DL
USR_0508,63,self_employed,xpress_credit,132564,,44805.12,50,DL
USR_0509,21,student,two_wheeler,6539,563.0,553.7,11,RJ
USR_0510,35,salaried,xpress_power,34610,,2954.1,59,DL
USR_0511,42,salaried,two_wheeler,93824,,41240.0,15,GJ
USR_0512,57,retired,xpress_power,31133,,1944.07,112,KA
USR_0513,50,salaried,xpress_power,89102,,60108.04,3,MH
USR_0514,45,salaried,xpress_power,149327,,63045.07,102,RJ
USR_0515,19,salaried,two_wheeler,38989,699.0,19756.36,29,AP
USR_0516,57,gig_worker,xpress_credit,29119,693.0,14528.69,107,KL
USR_0517,24,salaried,xpress_credit,104132,,65080.33,73,AP
USR_0518,52,salaried,xpress_credit,130945,756.0,78672.04,94,GJ
USR_0519,63,salaried,xpress_power,70571,822.0,42635.88,94,KA
USR_0520,46,salaried,two_wheeler,102954,,16398.18,20,KA
USR_0521,67,self_employed,xpress_power,12775,842.0,6943.73,40,UP
USR_0522,25,student,xpress_power,12095,605.0,1624.25,39,TN
USR_0523,45,retired,xpress_credit,54254,,14796.12,88,UP
USR_0524,40,self_employed,two_wheeler,185745,,83806.7,62,TN
USR_0525,22,retired,xpress_credit,32765,661.0,5349.16,87,KA
USR_0526,34,farmer,xpress_credit,22160,,3855.22,89,GJ
USR_0527,65,student,xpress_credit,8518,,3404.77,39,DL
USR_0528,30,retired,xpress_credit,41379,631.0,14733.56,73,KL
USR_0529,29,salaried,xpress_power,129091,597.0,40589.2,55,AP
USR_0530,56,self_employed,xpress_credit,42954,,26993.34,113,RJ
USR_0531,54,salaried,xpress_credit,86045,681.0,58566.79,72,RJ
USR_0532,42,gig_worker,two_wheeler,9445,680.0,1594.74,98,WB
USR_0533,33,student,two_wheeler,9855,,2870.37,6,UP
USR_0534,31,salaried,two_wheeler,26874,,16106.36,69,GJ
USR_0535,69,self_employed,xpress_credit,102446,562.0,46639.63,42,MH
USR_0536,67,salaried,xpress_credit,56235,822.0,13556.4,72,UP
USR_0537,67,salaried,xpress_power,86386,660.0,55328.72,39,DL
USR_0538,54,farmer,xpress_power,15997,,5270.86,17,KL
USR_0539,47,salaried,two_wheeler,64649,720.0,4512.59,21,UP
USR_0540,65,salaried,xpress_credit,94414,602.0,7804.07,52,KA
USR_0541,47,self_employed,two_wheeler,77384,,43908.05,75,DL
USR_0542,51,gig_worker,two_wheeler,31501,,20461.12,12,DL
USR_0543,18,salaried,xpress_credit,67265,770.0,40811.07,40,KA
USR_0544,40,self_employed,xpress_power,166140,,92026.38,99,KL
USR_0545,68,salaried,two_wheeler,73160,705.0,32061.64,6,RJ
USR_0546,36,student,two_wheeler,14382,,5452.43,86,UP
USR_0547,43,gig_worker,two_wheeler,37964,,10458.17,60,MH
USR_0548,63,self_employed,two_wheeler,196093,,53572.87,40,MH
USR_0549,50,retired,xpress_credit,58003,686.0,11948.22,56,AP
USR_0550,29,retired,xpress_credit,20988,,7891.21,24,KA
USR_0551,71,salaried,two_wheeler,90033,744.0,48805.2,80,UP
USR_0552,66,gig_worker,xpress_power,23641,689.0,15153.03,87,AP
USR_0553,65,self_employed,xpress_credit,16511,698.0,5439.92,49,AP
USR_0554,69,self_employed,two_wheeler,23780,843.0,11733.04,110,RJ
USR_0555,69,gig_worker,xpress_power,39508,,11095.25,107,GJ
USR_0556,65,salaried,xpress_credit,71683,,41836.9,86,KL
USR_0557,57,salaried,xpress_power,57946,749.0,34029.26,61,MH
USR_0558,22,self_employed,xpress_credit,175556,,33277.05,73,MH
USR_0559,65,farmer,xpress_power,9939,639.0,5597.35,72,GJ
USR_0560,71,salaried,xpress_credit,122227,,25184.38,34,GJ
USR_0561,48,salaried,xpress_power,147659,798.0,62823.09,54,GJ
USR_0562,59,salaried,two_wheeler,35884,,9976.92,8,AP
USR_0563,64,salaried,xpress_power,135592,627.0,87237.19,35,AP
USR_0564,63,salaried,xpress_credit,57222,,13117.7,35,UP
USR_0565,23,student,xpress_credit,10384,,3729.28,20,RJ
USR_0566,23,gig_worker,two_wheeler,37425,798.0,19258.52,13,GJ
USR_0567,24,student,xpress_credit,10566,788.0,5073.32,81,KA
USR_0568,52,salaried,two_wheeler,33019,,19135.7,61,TN
USR_0569,34,student,xpress_power,8184,,4399.05,70,TN
USR_0570,31,salaried,xpress_credit,115260,757.0,67743.65,62,TN
USR_0571,21,self_employed,two_wheeler,146385,,99488.88,31,TN
USR_0572,26,salaried,xpress_credit,18558,652.0,8592.71,57,UP
USR_0573,33,self_employed,xpress_credit,29229,770.0,9027.32,98,DL
USR_0574,60,salaried,two_wheeler,70468,,8452.58,93,KL
USR_0575,40,self_employed,two_wheeler,160673,,36689.68,74,UP
USR_0576,37,salaried,xpress_credit,83207,,57074.23,4,AP
USR_0577,21,salaried,xpress_power,58856,840.0,39162.29,84,AP
USR_0578,39,farmer,two_wheeler,28867,,5029.67,14,GJ
USR_0579,50,self_employed,xpress_credit,122752,,55826.35,47,GJ
USR_0580,22,student,xpress_power,5971,,1921.43,25,GJ
USR_0581,27,salaried,xpress_power,81253,665.0,21788.41,10,AP
USR_0582,52,self_employed,xpress_credit,122138,758.0,24483.65,64,KA
USR_0583,19,student,xpress_credit,12169,,3930.62,115,GJ
USR_0584,35,self_employed,xpress_credit,83914,788.0,6391.54,76,DL
USR_0585,30,salaried,two_wheeler,54553,812.0,7407.07,119,RJ
USR_0586,63,student,xpress_credit,3464,557.0,2268.09,80,UP
USR_0587,53,salaried,xpress_power,109837,,29194.55,71,KL
USR_0588,62,salaried,xpress_credit,137035,777.0,68650.92,52,KL
USR_0589,36,gig_worker,two_wheeler,11092,834.0,1630.66,70,UP
USR_0590,53,retired,xpress_power,49876,579.0,15199.31,87,TN
USR_0591,51,salaried,xpress_credit,79140,,50032.19,36,MH
USR_0592,26,gig_worker,xpress_power,39301,,19159.63,4,KL
USR_0593,67,gig_worker,xpress_power,33491,,9521.77,58,AP
USR_0594,21,salaried,xpress_power,75380,644.0,52198.66,19,AP
USR_0595,59,gig_worker,xpress_power,29692,736.0,9420.49,2,AP
USR_0596,19,retired,xpress_power,50975,794.0,16783.77,88,RJ
USR_0597,18,student,xpress_power,13243,,7706.73,95,WB
USR_0598,34,salaried,xpress_credit,104312,,57109.38,2,UP
USR_0599,59,gig_worker,xpress_credit,33707,845.0,3728.89,75,KL
USR_0600,62,self_employed,xpress_power,190418,693.0,10189.88,54,UP
USR_0601,47,salaried,xpress_power,117171,,23629.45,77,UP
USR_0602,58,self_employed,two_wheeler,117049,,51957.82,84,WB
USR_0603,67,salaried,xpress_power,74754,,32607.11,12,RJ
USR_0604,57,self_employed,two_wheeler,61033,,13310.35,20,KA
USR_0605,56,salaried,two_wheeler,133843,708.0,76771.25,66,AP
USR_0606,46,farmer,xpress_credit,21663,659.0,2348.7,18,MH
USR_0607,41,farmer,two_wheeler,11135,585.0,7732.64,22,TN
USR_0608,31,self_employed,two_wheeler,141004,713.0,63369.42,38,KA
USR_0609,20,salaried,two_wheeler,72823,780.0,4410.03,70,TN
USR_0610,29,gig_worker,two_wheeler,35789,,4920.08,44,RJ
USR_0611,34,gig_worker,xpress_credit,8609,653.0,2043.46,78,AP
USR_0612,32,self_employed,xpress_credit,141936,632.0,20771.11,62,DL
USR_0613,40,self_employed,xpress_power,76471,834.0,8051.38,25,GJ
USR_0614,48,student,xpress_credit,7603,621.0,849.46,84,MH
USR_0615,61,self_employed,xpress_credit,83290,603.0,51460.9,99,AP
USR_0616,37,salaried,xpress_power,65733,660.0,16886.65,66,GJ
USR_0617,46,salaried,xpress_power,22493,680.0,11921.94,69,UP
USR_0618,44,farmer,xpress_credit,19083,792.0,7155.62,102,MH
USR_0619,44,gig_worker,two_wheeler,21397,,9652.59,86,MH
USR_0620,60,self_employed,xpress_power,95959,,11537.05,26,TN
USR_0621,40,gig_worker,two_wheeler,21331,817.0,7640.91,55,RJ
USR_0622,31,student,two_wheeler,14045,,6995.14,46,KL
USR_0623,69,farmer,xpress_credit,5262,,2455.39,61,TN
USR_0624,21,salaried,two_wheeler,88369,,34845.14,53,RJ
USR_0625,41,salaried,xpress_credit,106404,,52050.8,75,DL
USR_0626,49,retired,two_wheeler,40133,,8551.2,23,KA
USR_0627,67,retired,xpress_power,14633,603.0,5170.91,97,UP
USR_0628,53,self_employed,two_wheeler,100909,,28312.4,93,MH
USR_0629,62,salaried,two_wheeler,128880,613.0,44764.92,38,GJ
USR_0630,40,gig_worker,two_wheeler,18064,687.0,3985.02,112,KA
USR_0631,67,student,two_wheeler,5560,,2719.7,4,AP
USR_0632,34,gig_worker,xpress_power,16921,738.0,7192.07,24,GJ
USR_0633,36,salaried,xpress_credit,23947,596.0,14738.41,31,KL
USR_0634,21,farmer,xpress_power,29495,,12721.36,4,WB
USR_0635,47,salaried,xpress_power,49069,,13929.03,90,RJ
USR_0636,70,self_employed,xpress_power,109782,,75973.23,90,GJ
USR_0637,62,self_employed,two_wheeler,17211,,5588.87,101,GJ
USR_0638,47,salaried,two_wheeler,55696,704.0,15160.49,118,UP
USR_0639,38,gig_worker,xpress_credit,9184,820.0,4102.91,103,GJ
USR_0640,70,gig_worker,two_wheeler,26690,735.0,9012.55,59,GJ
USR_0641,48,salaried,xpress_credit,56850,721.0,37407.06,42,DL
USR_0642,42,self_employed,xpress_power,185188,773.0,35799.98,119,MH
USR_0643,66,salaried,xpress_power,72608,,32153.26,42,AP
USR_0644,70,self_employed,xpress_credit,87242,672.0,13626.19,83,AP
USR_0645,27,salaried,two_wheeler,115699,,35700.75,77,GJ
USR_0646,46,salaried,xpress_power,91946,724.0,34820.22,85,MH
USR_0647,20,gig_worker,two_wheeler,19279,,2386.77,71,UP
USR_0648,32,self_employed,xpress_credit,160952,,107013.94,110,KA
USR_0649,25,salaried,xpress_power,133128,828.0,92281.46,111,KA
USR_0650,22,salaried,xpress_power,41026,641.0,19166.64,27,DL
USR_0651,49,self_employed,xpress_credit,196504,798.0,22396.69,67,UP
USR_0652,43,gig_worker,xpress_power,19695,,3154.7,20,UP
USR_0653,71,self_employed,xpress_credit,94817,625.0,9223.58,114,GJ
USR_0654,64,salaried,two_wheeler,115088,787.0,77690.19,45,WB
USR_0655,61,self_employed,xpress_power,184312,,30886.96,118,KL
USR_0656,36,salaried,xpress_power,123369,,72935.46,52,UP
USR_0657,66,self_employed,xpress_credit,154993,,75829.53,87,WB
USR_0658,71,salaried,two_wheeler,119975,,18377.64,119,KL
USR_0659,39,student,xpress_power,9040,664.0,4384.33,43,GJ
USR_0660,60,salaried,two_wheeler,147447,774.0,70234.48,103,AP
USR_0661,40,salaried,two_wheeler,49650,719.0,17748.28,48,RJ
USR_0662,37,farmer,xpress_credit,12257,845.0,5473.61,77,DL
USR_0663,66,student,xpress_credit,9772,,4896.86,66,GJ
USR_0664,42,gig_worker,xpress_credit,19594,,2142.62,75,UP
USR_0665,31,salaried,xpress_credit,17881,,1956.62,18,GJ
USR_0666,66,salaried,two_wheeler,74251,675.0,31566.04,89,GJ
USR_0667,33,self_employed,two_wheeler,75756,678.0,19910.47,97,TN
USR_0668,51,student,xpress_power,4462,,1833.15,6,AP
USR_0669,38,self_employed,xpress_credit,147263,559.0,56954.02,116,UP
USR_0670,35,gig_worker,xpress_power,34355,564.0,10369.83,40,KL
USR_0671,26,salaried,two_wheeler,124164,,33065.81,52,GJ
USR_0672,22,farmer,xpress_power,22006,,10813.6,13,GJ
USR_0673,21,salaried,xpress_credit,20033,557.0,9315.7,63,AP
USR_0674,63,gig_worker,two_wheeler,13730,,8353.64,13,KL
USR_0675,29,salaried,xpress_power,31932,679.0,15720.5,60,KL
USR_0676,40,gig_worker,xpress_credit,25558,746.0,14000.88,89,TN
USR_0677,48,self_employed,xpress_power,35363,671.0,14986.46,106,MH
USR_0678,23,salaried,two_wheeler,92506,763.0,28997.07,83,DL
USR_0679,64,salaried,xpress_credit,34773,564.0,18719.39,55,WB
USR_0680,52,self_employed,xpress_power,15586,,5704.68,104,RJ
USR_0681,68,salaried,xpress_power,35039,740.0,22846.6,7,MH
USR_0682,44,salaried,xpress_power,25785,,12728.8,25,KA
USR_0683,34,retired,two_wheeler,38129,624.0,23255.71,78,KA
USR_0684,68,self_employed,xpress_power,122660,,70868.66,20,RJ
USR_0685,65,salaried,xpress_power,67949,,36168.27,56,KA
USR_0686,71,gig_worker,xpress_power,8463,590.0,4936.97,42,KL
USR_0687,70,retired,xpress_power,38386,,22596.33,96,GJ
USR_0688,20,salaried,xpress_credit,135494,802.0,87993.16,95,MH
USR_0689,34,self_employed,two_wheeler,120195,755.0,31487.5,79,WB
USR_0690,23,salaried,xpress_credit,30386,628.0,6433.16,47,RJ
USR_0691,30,self_employed,two_wheeler,151215,550.0,13080.9,79,GJ
USR_0692,61,gig_worker,two_wheeler,17297,741.0,6573.6,38,WB
USR_0693,31,student,two_wheeler,14831,634.0,4700.85,22,DL
USR_0694,52,retired,two_wheeler,49536,822.0,11391.57,119,KA
USR_0695,19,salaried,xpress_credit,122357,565.0,36054.9,37,KA
USR_0696,57,salaried,xpress_credit,41312,763.0,21998.22,55,GJ
USR_0697,46,self_employed,two_wheeler,53258,646.0,27087.86,4,KA
USR_0698,21,self_employed,two_wheeler,33834,,17497.82,105,KA
USR_0699,53,self_employed,xpress_power,15583,605.0,7106.34,56,KA
USR_0700,35,salaried,xpress_power,86792,,52937.89,23,WB
USR_0701,71,farmer,xpress_power,15050,620.0,5479.72,106,GJ
USR_0702,24,farmer,two_wheeler,13243,,8090.14,29,GJ
USR_0703,38,gig_worker,xpress_power,9867,,2656.84,88,RJ
USR_0704,44,self_employed,xpress_credit,90960,,8579.47,83,UP
USR_0705,39,salaried,xpress_power,47574,571.0,32605.91,29,DL
USR_0706,68,salaried,xpress_power,87104,,60620.86,38,RJ
USR_0707,31,self_employed,xpress_credit,187112,,96672.58,119,DL
USR_0708,36,student,xpress_power,4916,747.0,494.58,51,TN
USR_0709,18,student,xpress_power,12743,603.0,746.72,80,GJ
USR_0710,45,salaried,two_wheeler,119127,,21382.44,71,DL
USR_0711,61,retired,xpress_credit,31709,645.0,15832.63,10,WB
USR_0712,67,retired,xpress_credit,58467,788.0,23713.02,70,MH
USR_0713,36,student,xpress_credit,8529,593.0,5801.86,97,KL
USR_0714,32,gig_worker,two_wheeler,33142,,16865.02,2,GJ
USR_0715,50,salaried,xpress_credit,118247,,64938.94,67,UP
USR_0716,40,student,two_wheeler,5728,581.0,2879.84,43,DL
USR_0717,24,self_employed,xpress_credit,58128,555.0,16355.62,71,DL
USR_0718,43,salaried,xpress_power,138549,,94079.32,111,AP
USR_0719,59,farmer,two_wheeler,23984,,9400.62,62,KA
USR_0720,44,farmer,xpress_power,27641,,17258.89,15,DL
USR_0721,42,retired,xpress_credit,56041,,33897.83,25,KA
USR_0722,54,salaried,two_wheeler,101442,669.0,40940.22,88,UP
USR_0723,54,student,two_wheeler,12533,822.0,1943.89,112,KA
USR_0724,47,self_employed,xpress_power,92844,,14673.91,101,GJ
USR_0725,62,self_employed,two_wheeler,142624,,7486.92,20,MH
USR_0726,64,self_employed,two_wheeler,87004,796.0,46419.97,52,WB
USR_0727,43,self_employed,xpress_power,52137,730.0,9057.19,97,TN
USR_0728,59,retired,two_wheeler,37454,598.0,22528.83,99,RJ
USR_0729,25,gig_worker,two_wheeler,28085,738.0,15001.22,1,MH
USR_0730,66,student,xpress_power,5511,749.0,2958.45,92,GJ
USR_0731,23,student,xpress_power,14496,703.0,2647.58,71,DL
USR_0732,50,salaried,two_wheeler,68785,617.0,35412.67,75,RJ
USR_0733,19,student,two_wheeler,11747,,5308.34,98,TN
USR_0734,61,salaried,xpress_power,134779,628.0,35969.76,81,KA
USR_0735,65,self_employed,xpress_credit,49041,,18146.91,40,GJ
USR_0736,19,salaried,two_wheeler,106647,,70266.61,110,DL
USR_0737,23,salaried,xpress_power,16996,672.0,7634.37,117,WB
USR_0738,68,salaried,xpress_power,121471,,73297.27,101,KA
USR_0739,65,salaried,two_wheeler,75038,618.0,38216.3,37,UP
USR_0740,26,self_employed,xpress_credit,199826,,107148.79,11,TN
USR_0741,55,salaried,xpress_credit,121311,563.0,26967.78,10,UP
USR_0742,29,self_employed,xpress_power,20358,671.0,2359.43,67,WB
USR_0743,48,student,xpress_power,12062,,5442.09,4,RJ
USR_0744,35,salaried,xpress_power,148316,811.0,25927.89,51,MH
USR_0745,28,salaried,xpress_power,133206,,18467.77,100,KA
USR_0746,27,salaried,xpress_credit,38331,,23243.95,114,KA
USR_0747,38,salaried,two_wheeler,24045,765.0,7263.81,9,KA
USR_0748,18,self_employed,two_wheeler,56501,593.0,34123.1,62,KA
USR_0749,23,retired,two_wheeler,48450,,33047.74,70,UP
USR_0750,38,salaried,xpress_credit,63570,847.0,11234.27,110,MH
USR_0751,69,self_employed,xpress_power,187897,775.0,58529.84,104,GJ
USR_0752,40,salaried,xpress_credit,102838,778.0,7810.51,35,MH
USR_0753,68,salaried,two_wheeler,38548,,24097.32,53,KL
USR_0754,27,salaried,two_wheeler,39918,710.0,17584.47,40,DL
USR_0755,42,salaried,two_wheeler,109948,757.0,28226.48,24,GJ
USR_0756,51,salaried,xpress_credit,61900,,9717.65,54,UP
USR_0757,30,self_employed,xpress_credit,69164,799.0,37255.26,2,KL
USR_0758,28,salaried,xpress_credit,130819,,65631.49,101,WB
USR_0759,24,salaried,two_wheeler,60337,737.0,34472.03,15,AP
USR_0760,54,gig_worker,xpress_power,24179,,6178.7,15,MH
USR_0761,59,salaried,xpress_credit,32143,804.0,14675.23,100,UP
USR_0762,38,salaried,xpress_credit,75101,,5723.97,93,GJ
USR_0763,38,self_employed,two_wheeler,49148,,6621.69,16,GJ
USR_0764,47,self_employed,xpress_power,116750,849.0,39670.09,101,AP
USR_0765,65,self_employed,xpress_credit,103109,746.0,70632.51,98,DL
USR_0766,30,salaried,xpress_credit,111870,,73813.81,68,KA
USR_0767,70,self_employed,xpress_power,38742,,7094.5,15,MH
USR_0768,55,salaried,xpress_power,33830,,6166.1,118,UP
USR_0769,21,salaried,xpress_credit,30198,,9462.44,98,MH
USR_0770,53,self_employed,two_wheeler,103122,612.0,48965.56,98,KA
USR_0771,58,salaried,two_wheeler,89499,625.0,17877.54,98,TN
USR_0772,59,salaried,xpress_power,145560,723.0,90949.27,39,DL
USR_0773,43,salaried,xpress_credit,142536,,33282.73,68,DL
USR_0774,24,gig_worker,xpress_credit,19824,,11266.1,111,TN
USR_0775,48,salaried,xpress_power,124934,765.0,44160.52,90,MH
USR_0776,33,salaried,two_wheeler,111952,,73918.55,94,RJ
USR_0777,61,self_employed,xpress_power,141778,625.0,57748.48,56,KL
USR_0778,21,salaried,xpress_credit,27126,756.0,15862.12,16,MH
USR_0779,54,retired,two_wheeler,47196,,11713.44,18,UP
USR_0780,31,gig_worker,xpress_credit,21779,556.0,1224.05,117,TN
USR_0781,21,salaried,xpress_power,54236,780.0,34127.52,10,KA
USR_0782,27,salaried,xpress_credit,81917,,55287.38,78,GJ
USR_0783,38,salaried,xpress_credit,16168,845.0,5310.03,63,WB
USR_0784,36,salaried,xpress_credit,80184,,31921.46,108,MH
USR_0785,27,self_employed,xpress_credit,157717,768.0,70940.37,80,AP
USR_0786,63,farmer,xpress_power,16780,669.0,5989.81,47,RJ
USR_0787,23,retired,xpress_power,57340,826.0,17487.18,40,AP
USR_0788,20,self_employed,xpress_power,129020,721.0,13744.32,85,KL
USR_0789,65,student,two_wheeler,11564,,7415.26,81,RJ
USR_0790,19,salaried,xpress_power,91050,,40665.43,59,UP
USR_0791,37,gig_worker,two_wheeler,8574,,2031.03,71,UP
USR_0792,34,salaried,xpress_power,39099,745.0,17286.04,73,AP
USR_0793,21,salaried,two_wheeler,121802,,54490.81,17,WB
USR_0794,47,salaried,two_wheeler,73655,763.0,41822.72,109,DL
USR_0795,29,salaried,two_wheeler,51160,,7331.44,96,GJ
USR_0796,56,self_employed,xpress_credit,52863,,25127.12,49,KA
USR_0797,46,gig_worker,xpress_credit,35445,587.0,7819.71,9,UP
USR_0798,26,retired,two_wheeler,19219,753.0,2967.64,78,WB
USR_0799,39,self_employed,two_wheeler,108707,637.0,15254.84,7,MH
USR_0800,48,self_employed,two_wheeler,101493,,39544.0,108,MH
