user_id,income_regularity,spending_consistency,bill_payment_ratio,savings_rate,emi_burden_ratio,upi_activity_volume,rent_payment_regularity,cash_withdrawal_ratio,TARGET,age,monthly_income,cibil_score,employment_type,loan_type,existing_emi,account_age_months
USR_0603,0.0,0.6549,1.0,-1.0,1.0,2.8333,0.5,0.2355,1,67,74754,,salaried,xpress_power,32607.11,12
USR_0271,0.3346,0.6789,0.8889,-0.1665,0.0799,3.5,0.5854,0.2731,0,66,29953,,farmer,xpress_credit,10809.02,114
USR_1385,0.3877,0.3948,1.0,0.4104,0.2646,3.1667,0.6721,0.0107,0,55,114087,,self_employed,xpress_credit,65699.42,53
USR_0232,0.0,0.0663,1.0,-0.5032,0.7277,2.3333,0.8393,0.0738,1,33,46451,716.0,retired,xpress_power,22477.98,18
USR_0050,0.0146,0.6692,0.875,0.0846,0.1959,4.3333,0.7757,0.2416,0,20,79042,,self_employed,xpress_power,6315.59,113
USR_0463,0.5655,0.4356,0.8889,0.2522,0.1473,8.5,0.7604,0.0475,0,47,73671,,salaried,two_wheeler,27315.41,63
USR_1106,0.2642,0.6489,1.0,-0.1144,0.1767,9.0,0.7331,0.202,0,68,33244,623.0,retired,xpress_credit,13421.24,77
USR_0856,0.6015,0.2151,1.0,-1.0,0.0562,4.8333,0.7014,0.2568,0,47,5744,,student,two_wheeler,632.66,2
USR_0694,0.5393,0.4902,1.0,-0.0385,0.2654,3.8333,0.8019,0.121,0,52,49536,822.0,retired,two_wheeler,11391.57,119
USR_1552,0.6074,0.4673,0.8571,0.3284,0.1846,3.5,0.7039,0.0784,0,24,122026,733.0,salaried,xpress_power,60246.58,51
USR_1873,0.0,0.6039,0.8571,-0.026,0.199,3.8333,0.7881,0.2522,0,69,50151,687.0,self_employed,xpress_power,34661.16,40
USR_0527,0.3323,0.5954,1.0,-0.3128,0.111,6.5,0.921,0.187,0,65,8518,,student,xpress_credit,3404.77,39
USR_0174,0.1654,0.7312,0.8182,-0.2413,0.2028,10.0,0.7477,0.2077,0,60,26787,,gig_worker,xpress_power,4702.09,13
USR_0721,0.1562,0.401,0.7273,-0.1433,0.5218,7.0,0.74,0.0806,0,42,56041,,retired,xpress_credit,33897.83,25
USR_0415,0.3588,0.619,0.7059,-0.9118,0.947,8.1667,0.7478,0.1082,1,51,49064,690.0,salaried,two_wheeler,29695.7,94
USR_0238,0.1235,0.8371,1.0,0.0065,0.4706,6.5,0.7683,0.0705,0,58,140926,,salaried,xpress_credit,80360.48,27
USR_1473,0.524,0.4765,0.75,0.0572,0.1897,3.0,0.7447,0.3144,0,29,33268,602.0,salaried,xpress_credit,4578.3,34
USR_1336,0.2141,0.4154,1.0,-0.0791,0.1393,3.3333,0.7137,0.097,0,43,48525,,salaried,two_wheeler,5815.46,81
USR_1064,0.1724,0.3007,0.7143,0.0631,0.3608,4.2857,0.7389,0.1267,0,21,66529,638.0,salaried,xpress_power,25032.08,26
USR_0024,0.5572,0.8308,0.7692,0.3434,0.4671,6.8333,0.8024,0.0181,0,21,113506,647.0,salaried,two_wheeler,52416.43,11
USR_1767,0.0,0.2261,0.8889,-0.6128,1.0,7.0,0.7184,0.0189,1,54,113679,778.0,salaried,xpress_power,73634.69,58
USR_0064,0.4851,0.4275,0.9091,-0.1262,0.1967,7.8333,0.7676,0.3248,0,56,12729,770.0,gig_worker,xpress_power,3539.87,18
USR_0290,0.0291,0.5628,0.6667,-0.2272,0.71,6.8333,0.6906,0.0745,1,50,114134,,salaried,xpress_credit,79771.21,118
USR_0189,0.4708,0.791,0.5,-0.6429,0.1565,4.1667,0.6251,0.3219,1,38,11357,766.0,student,xpress_power,6917.32,102
USR_0702,0.4765,0.2707,0.8,-0.3911,0.2238,4.4286,0.6289,0.1727,0,24,13243,,farmer,two_wheeler,8090.14,29
USR_1815,0.5574,0.4364,1.0,-1.0,0.3879,5.0,0.7322,0.1509,1,65,10975,590.0,student,xpress_power,4935.54,89
USR_1138,0.4606,0.5964,0.6667,-0.4599,0.3503,5.1667,0.7651,0.2712,1,52,12498,845.0,farmer,xpress_credit,7431.27,74
USR_0355,0.0,0.4712,1.0,-0.2512,0.4093,3.5,0.9055,0.1441,0,64,25297,,gig_worker,two_wheeler,14283.15,11
USR_0417,0.3162,0.8194,1.0,0.0053,0.0941,8.3333,0.6881,0.1697,0,46,30601,705.0,gig_worker,xpress_credit,6078.58,43
USR_1246,0.4795,0.0,0.6667,0.4194,0.3213,5.5,0.5236,0.0996,0,24,89830,792.0,self_employed,xpress_power,62713.53,35
USR_0931,0.518,0.504,1.0,0.4795,0.175,4.0,0.5226,0.2801,0,37,29243,701.0,gig_worker,two_wheeler,8527.92,22
USR_0197,0.0,0.1389,0.7143,0.0594,0.611,5.5,0.9521,0.0869,0,59,121562,574.0,self_employed,xpress_credit,74962.34,19
USR_0580,0.5094,0.3274,1.0,-1.0,0.321,3.0,0.8591,0.3511,1,22,5971,,student,xpress_power,1921.43,25
USR_1135,0.5913,0.5234,1.0,0.3926,0.1316,5.1667,0.7901,0.1683,0,26,92061,842.0,salaried,two_wheeler,25088.2,77
USR_1814,0.0,0.6787,0.8333,0.0767,0.3254,2.1667,0.987,0.0974,0,47,145085,739.0,salaried,xpress_power,38951.05,17
USR_1935,0.4334,0.4406,0.875,-0.3348,0.3339,4.7143,0.673,0.2827,1,50,35739,579.0,salaried,two_wheeler,21291.72,5
USR_0434,0.1169,0.0463,0.6,0.5281,0.2045,2.2857,0.7599,0.0674,0,34,93958,740.0,salaried,xpress_credit,35777.22,36
USR_0101,0.169,0.5001,0.6667,0.2017,0.1993,4.3333,0.4956,0.1863,0,41,31389,667.0,salaried,xpress_credit,6831.4,102
USR_1655,0.2035,0.384,1.0,0.5242,0.0343,2.5,0.7317,0.224,0,49,47712,,retired,two_wheeler,4398.31,79
USR_0395,0.5244,0.7037,0.8,-1.0,0.3206,7.3333,0.8607,0.3236,1,62,11967,,student,xpress_power,6331.89,70
USR_1939,0.1039,0.4073,0.5556,0.5531,0.1216,7.0,0.9261,0.0692,0,48,113331,,salaried,xpress_credit,19004.58,60
USR_0221,0.0,0.6049,1.0,0.2906,0.4121,4.3333,0.6194,0.0301,0,24,106736,,salaried,two_wheeler,44427.29,19
USR_1676,0.5186,0.4252,0.8571,0.2317,0.3114,4.6667,0.8603,0.1069,0,37,40176,698.0,salaried,xpress_power,22964.35,8
USR_1498,0.1903,0.3558,0.625,-1.0,0.1219,6.0,0.5,0.2203,1,50,19808,,self_employed,xpress_power,1302.5,78
USR_1785,0.3385,0.6281,0.5,0.1209,0.2119,3.1667,0.688,0.156,0,39,20446,,gig_worker,xpress_credit,11082.91,15
USR_0345,0.1948,0.5182,0.7692,-1.0,1.0,7.6667,0.7661,0.0835,1,30,67781,621.0,salaried,xpress_power,43376.26,117
USR_1028,0.4181,0.3468,0.8571,-1.0,0.3835,4.4286,0.6815,0.2214,1,30,11849,750.0,gig_worker,xpress_power,7271.13,112
USR_0889,0.0,0.1985,1.0,-0.0491,0.4622,4.1429,0.7076,0.0749,0,50,119647,754.0,salaried,two_wheeler,72342.78,39
USR_1351,0.1542,0.094,0.6667,-0.3525,0.6478,4.5,0.6548,0.0553,1,34,123611,687.0,salaried,xpress_credit,68578.7,97
USR_0553,0.3816,0.5973,0.7778,0.0558,0.1397,5.3333,0.6218,0.0891,0,65,16511,698.0,self_employed,xpress_credit,5439.92,49
USR_0744,0.0,0.0612,0.8,0.2258,0.3373,3.3333,0.5,0.016,0,35,148316,811.0,salaried,xpress_power,25927.89,51
USR_1542,0.3967,0.4197,0.7333,0.5898,0.1109,8.1429,0.7234,0.0264,0,55,131779,759.0,salaried,xpress_power,29653.67,86
USR_0539,0.2241,0.4109,1.0,0.2483,0.0919,4.8571,0.7563,0.1645,0,47,64649,720.0,salaried,two_wheeler,4512.59,21
USR_0907,0.4902,0.488,1.0,-0.8684,0.3469,6.5,0.7739,0.1186,1,43,10971,,gig_worker,two_wheeler,5828.3,11
USR_1395,0.3927,0.4307,0.75,-1.0,0.2296,3.5,0.8586,0.4278,1,45,9953,,gig_worker,two_wheeler,2789.43,57
USR_0116,0.1812,0.5652,0.6667,-0.0481,0.067,10.1667,0.6988,0.2225,0,68,10116,587.0,gig_worker,xpress_power,2000.72,23
USR_0830,0.1311,0.3692,0.75,0.4966,0.2391,3.5,0.5,0.1177,0,38,122967,580.0,salaried,xpress_credit,56653.61,93
USR_1938,0.3355,0.5928,1.0,-0.6229,0.3533,8.8333,0.7016,0.1396,1,58,30399,820.0,gig_worker,xpress_power,13572.79,43
USR_0809,0.3752,0.4743,0.8235,-1.0,0.2511,7.2857,0.7302,0.1389,1,41,13024,,student,two_wheeler,5150.49,74
USR_1311,0.4171,0.6985,0.7692,-0.6579,0.5168,11.6667,0.7386,0.0743,1,58,25146,,gig_worker,xpress_power,14070.39,46
USR_1005,0.3001,0.6039,1.0,-0.3396,0.0743,6.0,0.974,0.1229,0,63,15067,614.0,farmer,xpress_credit,1796.86,5
USR_0306,0.099,0.3882,1.0,0.0977,0.1698,2.8333,0.6702,0.0,0,41,45651,598.0,salaried,xpress_credit,8257.65,7
USR_1101,0.1793,0.448,0.9091,-0.4612,0.7184,4.8333,0.7303,0.0914,1,20,72124,,salaried,xpress_credit,46352.94,90
USR_0480,0.3628,0.4172,0.8,0.0468,0.2918,3.0,0.7967,0.1485,0,20,95201,,salaried,xpress_credit,38589.29,1
USR_1424,0.0,0.2839,1.0,0.4502,0.0493,3.8333,0.8348,0.0602,0,55,65969,643.0,salaried,xpress_power,6364.49,48
USR_1076,0.0,0.8148,1.0,-0.5879,0.3242,5.1667,0.7853,0.1473,0,39,28092,,salaried,xpress_credit,9541.88,69
USR_0571,0.4338,0.4937,0.7143,0.1922,0.4561,7.0,0.7407,0.107,0,21,146385,,self_employed,two_wheeler,99488.88,31
USR_0619,0.3334,0.3217,1.0,-0.0374,0.2656,5.1667,0.8696,0.0528,0,44,21397,,gig_worker,two_wheeler,9652.59,86
USR_1898,0.2987,0.5136,1.0,-1.0,0.3216,4.3333,0.5964,0.4172,1,18,10437,,student,xpress_credit,5210.13,34
USR_1266,0.0922,0.7164,0.7857,0.0464,0.4817,8.1667,0.6696,0.0306,0,44,129780,,salaried,xpress_power,61839.52,52
USR_0079,0.0,0.4927,1.0,-0.4306,0.3583,5.7143,0.6737,0.131,1,38,27763,572.0,salaried,two_wheeler,15265.26,37
USR_1912,0.3705,0.8586,1.0,-0.1937,0.0634,2.8333,0.5,0.4285,0,42,10454,568.0,student,two_wheeler,1201.44,113
USR_0033,0.257,0.5916,1.0,-0.0406,0.6472,4.0,0.8848,0.0824,1,38,73871,582.0,salaried,xpress_power,29744.24,59
USR_1538,0.2653,0.3582,0.6923,-0.6488,0.4306,6.5714,0.657,0.1456,1,52,34265,,gig_worker,two_wheeler,19276.74,10
USR_1034,0.4145,0.7088,0.6,0.2639,0.3342,7.0,0.7035,0.0709,0,61,65762,615.0,salaried,two_wheeler,25032.29,33
USR_1563,0.4773,0.4867,0.7857,0.3853,0.2151,7.8333,0.7215,0.0672,0,26,105450,768.0,salaried,xpress_credit,49791.57,100
USR_0352,0.9504,0.3929,0.8,0.2494,0.3947,6.5714,0.7762,0.0914,0,62,77493,744.0,salaried,xpress_credit,47070.45,79
USR_0164,0.0,0.0,0.875,0.2575,0.4647,5.8571,0.7476,0.051,0,51,168448,,self_employed,two_wheeler,96099.63,54
USR_0204,0.3204,0.7178,0.8,-0.3061,0.3876,8.5,0.8114,0.2175,0,35,32288,636.0,gig_worker,xpress_power,14889.65,14
USR_1054,0.0,0.1923,0.75,-0.5986,0.9114,2.8333,0.7606,0.0038,1,38,135627,780.0,salaried,xpress_power,67836.87,92
USR_1365,0.0923,0.526,0.7692,0.2823,0.1848,8.3333,0.6956,0.059,0,20,81835,656.0,self_employed,two_wheeler,12286.71,20
USR_1967,0.3918,0.5376,0.8,0.2903,0.0273,4.5,0.7729,0.235,0,40,13321,,student,xpress_credit,1487.15,102
USR_0496,0.1427,0.0773,0.6,0.7158,0.1355,5.8333,0.6439,0.0894,0,35,172527,,self_employed,xpress_power,38238.93,38
USR_1625,0.2122,0.5655,0.625,0.3395,0.3528,7.5,0.561,0.0634,0,59,67044,,salaried,xpress_credit,42200.56,96
USR_1966,0.4852,0.4011,0.8333,-0.9458,0.1377,6.2857,0.6989,0.2944,1,56,3592,,student,two_wheeler,1881.28,72
USR_1963,0.4835,0.3811,1.0,0.0017,0.0556,7.1667,0.8185,0.0433,0,40,31637,,self_employed,two_wheeler,2089.04,42
USR_0611,0.4294,0.4595,0.8182,-0.4711,0.1506,4.6667,0.8387,0.123,1,34,8609,653.0,gig_worker,xpress_credit,2043.46,78
USR_0433,0.194,0.6113,1.0,0.3168,0.3111,6.3333,0.8425,0.0485,0,49,117842,,salaried,two_wheeler,54028.45,86
USR_1492,0.3401,0.8097,0.9167,-1.0,0.1053,8.1667,0.772,0.077,1,64,3309,,student,xpress_power,890.29,115
USR_0219,0.6693,0.309,0.6667,0.0956,0.2862,5.6667,0.6547,0.0818,0,50,28212,647.0,gig_worker,xpress_credit,8821.64,110
USR_1931,0.0,0.8221,0.75,0.0226,0.1641,7.1667,0.7862,0.1411,0,38,58560,,salaried,xpress_credit,13438.86,20
USR_1466,0.2105,0.3972,0.8571,0.7389,0.025,4.8333,0.714,0.187,0,31,107943,,salaried,xpress_credit,8315.64,36
USR_0631,0.6934,0.6833,0.5556,-1.0,0.924,3.3333,0.5653,0.2678,1,67,5560,,student,two_wheeler,2719.7,4
USR_1382,0.5833,0.6724,0.8333,-0.5723,0.4015,10.3333,0.6432,0.1796,0,26,18786,649.0,farmer,xpress_power,11683.09,57
USR_1302,0.5489,0.5677,0.8333,0.37,0.0365,6.5,0.8162,0.1752,0,46,28229,637.0,gig_worker,xpress_credit,6585.81,14
USR_0060,0.4654,0.3775,0.5,0.0838,0.0896,3.5,0.6726,0.2244,0,66,15518,766.0,farmer,xpress_credit,3178.92,30
USR_0299,0.0095,0.7767,0.8125,0.0814,0.2309,6.0,0.7171,0.1063,0,30,64733,799.0,salaried,xpress_power,26883.31,21
USR_1711,0.3595,0.2185,1.0,0.816,0.0797,2.6667,0.5,0.1832,0,34,132419,,salaried,xpress_power,17474.91,96
USR_0074,0.5866,0.6195,0.6875,0.4553,0.1799,9.5,0.7945,0.0366,0,53,112023,769.0,self_employed,xpress_credit,31839.66,100
USR_0163,0.6626,0.33,0.8,-0.419,0.1837,2.5,0.5663,0.2106,0,69,24220,,gig_worker,two_wheeler,3105.49,107
USR_1275,0.0,0.4737,1.0,0.199,0.1906,4.0,0.9638,0.1884,0,31,73115,,self_employed,xpress_power,8513.93,60
USR_1594,0.1642,0.3092,0.6,0.3459,0.3334,7.4286,0.8256,0.077,0,70,133632,630.0,salaried,xpress_power,57717.69,70
USR_1434,0.4353,0.5553,0.6,0.0329,0.1433,6.5714,0.7805,0.129,0,30,36633,,gig_worker,xpress_credit,7937.95,1
USR_1613,0.4695,0.5198,0.8571,0.2151,0.0604,3.5,0.7751,0.3732,0,69,35773,,salaried,two_wheeler,3078.79,68
USR_0592,0.3561,0.5917,0.8333,0.6686,0.0657,1.8333,0.5,0.3235,0,26,39301,,gig_worker,xpress_power,19159.63,4
USR_0317,0.0745,0.7536,1.0,-0.3154,0.0636,2.1667,0.9016,0.0944,0,20,41819,,salaried,two_wheeler,7185.25,93
USR_0046,0.6638,0.4521,0.8824,-0.0302,0.3227,4.2857,0.9077,0.0834,0,47,104476,696.0,self_employed,two_wheeler,59224.42,63
USR_1720,0.3031,0.378,0.7273,-0.0647,0.6537,9.0,0.6931,0.0293,0,70,99117,,salaried,xpress_power,53849.57,75
USR_1832,0.0,0.5927,1.0,-0.3883,0.6274,3.5,0.9277,0.0996,0,50,63465,,salaried,xpress_power,37447.16,103
USR_0428,0.5489,0.5948,1.0,-0.9407,0.3059,5.1429,0.6877,0.2472,0,62,12776,737.0,gig_worker,xpress_power,4977.93,101
USR_0582,0.4038,0.6634,0.75,0.5205,0.2189,4.0,0.7444,0.1779,0,52,122138,758.0,self_employed,xpress_credit,24483.65,64
USR_0077,0.1672,0.3407,0.625,-0.2106,0.253,8.2857,0.691,0.0893,0,62,18415,726.0,retired,xpress_power,5430.22,26
USR_1917,0.0167,0.7234,1.0,-0.3585,0.2223,4.5714,0.814,0.1338,0,60,27580,611.0,farmer,xpress_power,9061.86,52
USR_1415,0.2814,0.3204,0.6,0.0828,0.352,2.6667,0.7542,0.1901,0,32,36119,,self_employed,xpress_power,17329.96,91
USR_0781,0.5221,0.5189,0.625,-0.6551,0.8136,7.1667,0.7322,0.0733,1,21,54236,780.0,salaried,xpress_power,34127.52,10
USR_1920,0.0,0.6337,1.0,-0.159,0.4581,6.7143,0.7334,0.112,0,42,38653,,salaried,xpress_power,19406.82,109
USR_1174,0.02,0.1945,0.8333,0.0403,0.5917,2.5,0.9597,0.0613,0,46,61835,,salaried,xpress_credit,40888.89,36
USR_1320,0.2311,0.6935,0.7222,0.0435,0.4672,10.3333,0.8022,0.0568,0,54,86160,,salaried,xpress_credit,37487.05,89
USR_0938,0.5155,0.622,0.875,-0.2131,0.1451,10.1667,0.7182,0.1044,0,56,12151,,gig_worker,two_wheeler,2868.63,35
USR_0031,0.2849,0.2846,1.0,0.1296,0.3537,7.0,0.7146,0.1185,0,41,58354,,retired,xpress_credit,38577.06,25
USR_1092,0.5862,0.4875,1.0,0.4527,0.107,2.0,0.7349,0.0913,0,62,54477,,salaried,xpress_credit,23253.41,114
USR_1616,0.3915,0.5801,0.8,-0.5029,0.2141,7.6667,0.7254,0.2454,0,24,16953,,retired,xpress_power,9576.92,4
USR_1230,0.0,0.5185,1.0,-0.1935,0.0514,2.8333,0.7624,0.1296,0,54,108948,,salaried,xpress_power,6883.57,106
USR_0975,0.4104,0.5919,0.6667,-0.084,0.2781,3.4286,0.5618,0.1163,0,42,18947,,farmer,xpress_power,7127.54,22
USR_1085,0.2065,0.1699,0.8571,-0.5088,0.0624,2.6667,0.8315,0.1842,0,38,14226,708.0,student,two_wheeler,2030.41,84
USR_0515,0.5989,0.6889,1.0,0.089,0.3212,7.3333,0.8506,0.1246,0,19,38989,699.0,salaried,two_wheeler,19756.36,29
USR_1551,0.3609,0.7925,0.7692,-1.0,0.0751,8.3333,0.7388,0.1418,1,31,3565,660.0,student,xpress_credit,593.31,96
USR_1568,0.0,0.6289,0.5625,0.0231,0.3702,5.6667,0.6003,0.0755,0,34,67275,,salaried,two_wheeler,38463.76,103
USR_1811,0.5895,0.453,1.0,-0.4094,0.0353,8.5,0.694,0.37,0,25,12820,630.0,student,two_wheeler,745.93,109
USR_1574,0.3839,0.5281,0.7333,-0.2313,0.1391,8.2857,0.7699,0.088,0,71,21484,565.0,farmer,xpress_power,6217.51,116
USR_0045,0.3899,0.503,0.875,-0.1601,0.0795,7.7143,0.7356,0.262,0,25,24388,,gig_worker,xpress_power,2038.67,116
USR_1687,0.3379,0.4385,1.0,-0.0356,0.7326,4.1667,0.685,0.0389,0,29,186173,,self_employed,xpress_credit,114403.43,66
USR_0169,0.0,0.6734,1.0,-1.0,1.0,6.3333,0.7158,0.0249,1,22,85831,,salaried,two_wheeler,54194.72,77
USR_0304,0.4587,0.3411,0.75,-1.0,0.2017,6.5714,0.7633,0.2115,1,56,4633,,student,xpress_power,1691.29,85
USR_0991,0.5841,0.4702,1.0,0.0975,0.209,6.6667,0.6087,0.2007,0,31,30775,,salaried,two_wheeler,17718.95,2
USR_0556,0.2246,0.5553,0.8,-0.1637,0.5093,3.3333,0.9276,0.1082,0,65,71683,,salaried,xpress_credit,41836.9,86
USR_1925,0.571,0.0372,1.0,0.2618,0.2864,4.3333,0.7334,0.0,0,38,34192,760.0,salaried,two_wheeler,13077.29,54
USR_0608,0.0,0.221,0.75,0.546,0.2907,2.5,0.5,0.0367,0,31,141004,713.0,self_employed,two_wheeler,63369.42,38
USR_1619,0.4816,0.3114,0.6111,-1.0,0.0272,6.5,0.8089,0.2637,0,61,11599,,gig_worker,xpress_credit,655.9,112
USR_0758,0.0,0.6694,1.0,-0.2817,0.7286,7.6667,0.7595,0.0206,0,28,130819,,salaried,xpress_credit,65631.49,101
USR_0439,0.401,0.7479,0.625,-0.1996,0.5874,4.3333,0.7446,0.0147,0,43,25951,592.0,gig_worker,xpress_power,15449.88,104
USR_0583,0.6367,0.4184,0.8,0.0011,0.1186,3.5,0.7398,0.1389,0,19,12169,,student,xpress_credit,3930.62,115
USR_1519,0.6897,0.3345,1.0,-0.245,0.6131,3.8571,0.7745,0.1264,0,23,36662,,salaried,xpress_credit,25286.05,66
USR_0528,0.0,0.7759,0.8571,-0.4687,0.4625,11.0,0.734,0.085,0,30,41379,631.0,retired,xpress_credit,14733.56,73
USR_0343,0.189,0.4373,0.9286,0.2534,0.3986,6.0,0.6612,0.0422,0,59,192024,,self_employed,xpress_credit,75953.11,59
USR_1737,0.0,0.697,0.6364,-0.1039,0.5108,4.5,0.7571,0.0586,0,40,68465,,self_employed,xpress_power,34110.42,112
USR_0368,0.4692,0.8408,0.875,-1.0,0.9863,9.1667,0.7155,0.1399,1,34,12761,,gig_worker,xpress_credit,7800.87,55
USR_0186,0.2324,0.5278,0.8333,-0.2809,0.6068,3.1667,0.8316,0.0646,1,67,97879,595.0,salaried,xpress_credit,34293.2,94
USR_1117,0.2767,0.5077,0.7,-0.5021,0.1616,5.8333,0.739,0.1875,0,58,9184,745.0,farmer,xpress_credit,5411.84,3
USR_1755,0.0583,0.7246,1.0,-0.7566,0.5248,8.3333,0.7058,0.0852,1,43,45694,,salaried,xpress_credit,16000.86,18
USR_1426,0.089,0.3178,0.8125,0.0338,0.1919,6.8571,0.7669,0.1042,0,54,98265,,salaried,xpress_power,22513.67,69
USR_0301,0.3746,0.4486,1.0,0.2423,0.0679,3.6667,0.7954,0.2542,0,41,60601,,self_employed,xpress_credit,27626.57,37
USR_1904,0.0,0.5638,1.0,-0.2561,0.2397,6.3333,0.7508,0.2326,0,39,31689,,salaried,xpress_credit,9273.73,95
USR_0833,0.1221,0.4048,1.0,0.4729,0.1461,2.3333,0.9494,0.1276,0,55,134156,640.0,salaried,two_wheeler,30619.55,90
USR_0544,0.1982,0.3267,1.0,0.3804,0.2213,7.0,0.7751,0.0299,0,40,166140,,self_employed,xpress_power,92026.38,99
USR_1601,0.0,0.8811,0.9167,-0.7419,0.7279,9.1667,0.7619,0.1557,1,56,42286,743.0,self_employed,xpress_credit,23459.6,11
USR_0351,0.097,0.4754,0.6364,-0.1652,0.5048,9.5,0.752,0.0979,0,42,65583,656.0,salaried,xpress_power,21606.66,99
USR_1933,0.0,0.3919,0.6667,0.1851,0.2762,4.8333,0.6529,0.0073,0,61,32406,,gig_worker,two_wheeler,7102.88,38
USR_1511,0.2135,0.541,0.9474,-0.393,0.6185,8.0,0.7526,0.0463,0,18,146711,,self_employed,xpress_credit,101344.21,27
USR_0979,0.4427,0.5251,0.7143,-0.6015,0.2949,6.0,0.7472,0.1739,1,53,10934,,gig_worker,xpress_credit,4849.65,37
USR_0176,0.2457,0.7213,0.7059,0.4695,0.1652,9.6667,0.7395,0.034,0,47,44257,771.0,salaried,two_wheeler,23894.54,22
USR_0483,0.0,0.5638,0.8462,-1.0,0.7277,4.0,0.9226,0.1537,1,34,54082,578.0,salaried,two_wheeler,24795.36,32
USR_1413,0.5661,0.7848,0.6875,-0.2547,0.4677,9.6667,0.7831,0.1288,0,59,48033,,retired,two_wheeler,22305.29,66
USR_1611,0.1806,0.5234,0.7143,-1.0,0.1902,4.8333,0.5,0.2058,1,35,10137,,student,xpress_credit,2510.65,83
USR_0124,0.5639,0.1645,0.5,-1.0,1.0,3.1667,0.6696,0.0,1,42,186837,834.0,self_employed,xpress_credit,79850.85,22
USR_0600,0.4365,0.4274,1.0,0.63,0.0505,3.1667,0.6672,0.0497,0,62,190418,693.0,self_employed,xpress_power,10189.88,54
USR_1795,0.6937,0.6993,1.0,0.0815,0.6264,7.5,0.7025,0.0394,0,70,183602,751.0,self_employed,xpress_power,116581.47,90
USR_1746,0.6274,0.5749,0.8125,-0.0991,0.1835,8.8333,0.7229,0.2026,0,32,31208,583.0,salaried,xpress_power,6047.92,8
USR_1379,0.4283,0.3671,0.9375,-0.4933,0.1124,7.1429,0.7492,0.1529,0,35,19797,812.0,retired,xpress_power,3283.58,38
USR_1186,0.3626,0.4484,1.0,0.2306,0.4833,4.3333,0.5,0.131,0,19,132217,,salaried,xpress_power,84682.93,84
USR_0486,0.0699,0.0,0.8,0.4511,0.135,1.8571,0.5,0.0997,0,68,56153,,salaried,xpress_power,29929.72,79
USR_0332,0.2197,0.6626,0.7273,0.7342,0.0352,7.3333,0.7467,0.1048,0,45,143775,669.0,salaried,two_wheeler,24508.55,55
USR_0789,0.8123,0.5105,0.75,-0.3703,0.2755,5.6667,0.7791,0.3713,0,65,11564,,student,two_wheeler,7415.26,81
USR_0195,0.3762,0.5405,0.625,-1.0,0.3627,3.3333,0.7021,0.1793,1,58,29767,633.0,gig_worker,xpress_credit,8056.22,7
USR_0638,0.3959,0.4788,0.8889,0.1763,0.2199,4.6667,0.6179,0.1411,0,47,55696,704.0,salaried,two_wheeler,15160.49,118
USR_0472,0.4202,0.3422,0.7333,0.2633,0.1896,7.4286,0.801,0.0376,0,69,84463,844.0,salaried,xpress_credit,16948.29,113
USR_1714,0.2751,0.3876,0.5,-0.6092,0.6467,2.1667,0.9601,0.1643,0,56,65919,666.0,self_employed,xpress_credit,24306.17,96
USR_0323,0.458,0.6635,0.8889,0.402,0.0616,5.6667,0.7041,0.0192,0,26,38795,,self_employed,xpress_power,3883.41,67
USR_1197,0.046,0.6495,1.0,-0.9251,0.1669,7.6667,0.8265,0.1224,1,54,12990,694.0,student,xpress_power,2416.91,87
USR_0267,0.4282,0.5513,1.0,-0.3338,0.3713,5.7143,0.7375,0.1306,0,18,22788,,salaried,xpress_credit,15307.29,21
USR_1544,0.3256,0.6162,0.9286,0.0779,0.0975,8.8333,0.6602,0.1491,0,41,29377,,gig_worker,two_wheeler,5047.48,38
USR_1804,0.6868,0.6278,0.7273,0.2559,0.1733,6.6667,0.7456,0.0176,0,49,105693,,salaried,two_wheeler,20071.24,28
USR_0068,0.308,0.7191,0.75,0.2653,0.0468,5.1667,0.7489,0.1958,0,43,30485,675.0,salaried,xpress_credit,2639.91,92
USR_1738,0.3085,0.1785,1.0,0.6417,0.1485,2.8333,0.5,0.0642,0,28,145744,666.0,salaried,xpress_power,31230.42,68
USR_1593,0.1906,0.5388,0.5556,0.3688,0.1558,9.3333,0.7406,0.0379,0,34,130481,822.0,salaried,xpress_credit,22302.09,85
USR_1564,0.4402,0.5469,0.8571,0.2588,0.059,7.0,0.746,0.0596,0,29,104590,697.0,salaried,two_wheeler,5829.92,95
USR_0481,0.0077,0.5763,1.0,-0.7412,0.7123,3.8333,0.9098,0.1355,1,51,85463,,salaried,xpress_power,42718.5,71
USR_1757,0.2336,0.488,0.8,-0.7004,0.246,7.0,0.7827,0.1775,1,49,7670,564.0,student,two_wheeler,4442.04,94
USR_1913,0.1937,0.76,0.6667,-0.2731,0.7467,6.3333,0.5,0.0424,1,27,67755,793.0,self_employed,xpress_credit,25135.02,3
USR_1441,0.5027,0.647,0.875,-0.1271,0.3424,7.3333,0.7581,0.0633,0,43,48541,612.0,salaried,xpress_credit,17245.42,62
USR_1461,0.0,0.0974,1.0,0.5403,0.1623,3.3333,0.703,0.1255,0,54,195093,586.0,self_employed,xpress_power,64007.14,8
USR_0888,0.0,0.4132,0.8333,-0.1239,0.0605,2.5,0.5285,0.1995,0,56,24252,618.0,farmer,xpress_credit,8384.45,118
